hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_nights,revenue,stay_duration,year_month
City Hotel,0,45,2015,October,42,16,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,0.0,0,Transient,78.54,0,2,Check-Out,20-10-15,2015-10-16,4,314.16,4,2015-10
City Hotel,0,43,2015,October,42,17,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,0.0,0,1,Check-Out,17-10-15,2015-10-17,0,0.0,0,2015-10
City Hotel,1,47,2015,October,42,17,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0.0,0,Transient,120.0,0,0,Canceled,09-10-15,2015-10-17,1,120.0,1,2015-10
City Hotel,0,74,2015,October,42,17,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0.0,0,Transient,68.5,0,0,Check-Out,21-10-15,2015-10-17,4,274.0,4,2015-10
City Hotel,1,195,2015,October,42,17,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,1,Canceled,17-10-15,2015-10-17,4,357.0,4,2015-10
City Hotel,1,38,2015,October,42,17,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,105.12,0,2,Canceled,21-09-15,2015-10-17,5,525.6,5,2015-10
City Hotel,0,68,2015,October,42,17,2,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,65.29,0,1,Check-Out,23-10-15,2015-10-17,6,391.74,6,2015-10
City Hotel,0,184,2015,October,42,17,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,7.0,0.0,0,Transient-Party,65.29,0,1,Check-Out,25-10-15,2015-10-17,8,522.32,8,2015-10
City Hotel,0,43,2015,October,43,18,1,0,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,94.5,0,2,Check-Out,19-10-15,2015-10-18,1,94.5,1,2015-10
City Hotel,1,39,2015,October,43,18,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,2,Canceled,09-09-15,2015-10-18,4,378.0,4,2015-10
City Hotel,1,204,2015,October,43,18,2,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,137.0,0,0,Canceled,27-07-15,2015-10-18,4,548.0,4,2015-10
City Hotel,1,50,2015,October,43,18,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,94.5,0,0,Canceled,07-09-15,2015-10-18,5,472.5,5,2015-10
City Hotel,0,50,2015,October,43,18,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,94.5,0,1,Check-Out,23-10-15,2015-10-18,5,472.5,5,2015-10
City Hotel,0,41,2015,October,43,18,2,3,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,105.0,0,2,Check-Out,23-10-15,2015-10-18,5,525.0,5,2015-10
City Hotel,0,48,2015,October,43,18,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,2,Check-Out,23-10-15,2015-10-18,5,472.5,5,2015-10
City Hotel,1,42,2015,October,43,19,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,2,Canceled,28-09-15,2015-10-19,2,189.0,2,2015-10
City Hotel,1,216,2015,October,43,19,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,12.0,0,0,Canceled,11-09-15,2015-10-19,3,36.0,3,2015-10
City Hotel,0,91,2015,October,43,19,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,3,Check-Out,22-10-15,2015-10-19,3,267.75,3,2015-10
City Hotel,0,41,2015,October,43,19,1,2,2,0.0,0,BB,VEN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,103.5,0,2,Check-Out,22-10-15,2015-10-19,3,310.5,3,2015-10
City Hotel,1,40,2015,October,43,19,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0.0,0,Contract,75.6,0,0,Canceled,14-10-15,2015-10-19,3,226.79999999999998,3,2015-10
City Hotel,0,65,2015,October,43,19,1,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,111.0,0,0,Check-Out,22-10-15,2015-10-19,3,333.0,3,2015-10
City Hotel,0,97,2015,October,43,19,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,7.0,0.0,0,Transient-Party,68.65,0,2,Check-Out,22-10-15,2015-10-19,3,205.95000000000002,3,2015-10
City Hotel,0,97,2015,October,43,19,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,7.0,0.0,0,Transient-Party,68.79,0,2,Check-Out,22-10-15,2015-10-19,3,206.37,3,2015-10
City Hotel,1,48,2015,October,43,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,13.0,0.0,0,Transient-Party,72.36,0,1,Canceled,02-09-15,2015-10-19,4,289.44,4,2015-10
City Hotel,0,47,2015,October,43,19,1,3,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,83.0,0.0,0,Transient,72.36,0,1,Check-Out,23-10-15,2015-10-19,4,289.44,4,2015-10
City Hotel,1,40,2015,October,43,19,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0.0,0,Contract,75.6,0,0,Canceled,14-10-15,2015-10-19,4,302.4,4,2015-10
City Hotel,0,48,2015,October,43,19,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,1,Check-Out,23-10-15,2015-10-19,4,378.0,4,2015-10
City Hotel,0,66,2015,October,43,19,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,1,Check-Out,23-10-15,2015-10-19,4,357.0,4,2015-10
City Hotel,1,48,2015,October,43,19,1,3,0,2.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,13.0,0.0,0,Transient-Party,6.0,0,1,Canceled,02-09-15,2015-10-19,4,24.0,4,2015-10
City Hotel,0,66,2015,October,43,19,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,2,Check-Out,23-10-15,2015-10-19,4,357.0,4,2015-10
City Hotel,0,61,2015,October,43,19,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,78.54,0,2,Check-Out,23-10-15,2015-10-19,4,314.16,4,2015-10
City Hotel,0,61,2015,October,43,19,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,2,Check-Out,24-10-15,2015-10-19,5,446.25,5,2015-10
City Hotel,1,63,2015,October,43,19,1,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,80.75,0,2,Canceled,05-10-15,2015-10-19,5,403.75,5,2015-10
City Hotel,0,62,2015,October,43,19,1,4,2,0.0,1,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,68.72,0,2,Check-Out,24-10-15,2015-10-19,5,343.6,5,2015-10
City Hotel,0,40,2015,October,43,19,1,5,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,104.85,0,1,Check-Out,25-10-15,2015-10-19,6,629.0999999999999,6,2015-10
City Hotel,0,45,2015,October,43,19,1,5,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,2,Check-Out,25-10-15,2015-10-19,6,567.0,6,2015-10
City Hotel,0,45,2015,October,43,20,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,94.5,0,2,Check-Out,21-10-15,2015-10-20,1,94.5,1,2015-10
City Hotel,0,47,2015,October,43,20,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,2,Check-Out,22-10-15,2015-10-20,2,189.0,2,2015-10
City Hotel,0,47,2015,October,43,20,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Contract,94.5,0,2,Check-Out,24-10-15,2015-10-20,4,378.0,4,2015-10
City Hotel,0,75,2015,October,43,20,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,16.0,0.0,0,Transient,67.83,0,0,Check-Out,26-10-15,2015-10-20,6,406.98,6,2015-10
City Hotel,0,64,2015,October,43,20,2,6,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,2,Check-Out,28-10-15,2015-10-20,8,714.0,8,2015-10
City Hotel,0,125,2015,October,43,20,1,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,80.75,0,2,Check-Out,26-10-15,2015-10-20,6,484.5,6,2015-10
City Hotel,0,75,2015,October,43,20,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,16.0,0.0,0,Transient,67.83,0,0,Check-Out,26-10-15,2015-10-20,6,406.98,6,2015-10
City Hotel,1,67,2015,October,43,21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,89.25,0,0,Canceled,24-09-15,2015-10-21,1,89.25,1,2015-10
City Hotel,0,50,2015,October,43,21,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Contract,94.5,0,1,Check-Out,23-10-15,2015-10-21,2,189.0,2,2015-10
City Hotel,0,56,2015,October,43,21,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,3,Check-Out,24-10-15,2015-10-21,3,283.5,3,2015-10
City Hotel,0,56,2015,October,43,21,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,103.5,0,3,Check-Out,24-10-15,2015-10-21,3,310.5,3,2015-10
City Hotel,0,51,2015,October,43,21,0,3,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Contract,112.0,0,2,Check-Out,24-10-15,2015-10-21,3,336.0,3,2015-10
City Hotel,0,46,2015,October,43,21,0,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,94.5,0,1,Check-Out,25-10-15,2015-10-21,4,378.0,4,2015-10
City Hotel,0,72,2015,October,43,21,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,1,Check-Out,25-10-15,2015-10-21,4,357.0,4,2015-10
City Hotel,0,43,2015,October,43,21,2,4,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Contract,166.5,0,1,Check-Out,27-10-15,2015-10-21,6,999.0,6,2015-10
City Hotel,0,70,2015,October,43,22,0,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,50.0,0.0,0,Transient-Party,85.0,0,0,Check-Out,23-10-15,2015-10-22,1,85.0,1,2015-10
City Hotel,0,47,2015,October,43,22,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,94.5,0,1,Check-Out,23-10-15,2015-10-22,1,94.5,1,2015-10
City Hotel,0,57,2015,October,43,22,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Contract,94.5,0,1,Check-Out,23-10-15,2015-10-22,1,94.5,1,2015-10
City Hotel,0,45,2015,October,43,22,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,1,Check-Out,24-10-15,2015-10-22,2,189.0,2,2015-10
City Hotel,1,65,2015,October,43,22,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,2,Canceled,22-08-15,2015-10-22,3,267.75,3,2015-10
City Hotel,1,45,2015,October,43,22,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Contract,94.5,0,2,Canceled,16-09-15,2015-10-22,3,283.5,3,2015-10
City Hotel,1,45,2015,October,43,22,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,85.5,0,2,Canceled,16-09-15,2015-10-22,3,256.5,3,2015-10
City Hotel,0,73,2015,October,43,22,0,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,2,Check-Out,25-10-15,2015-10-22,3,267.75,3,2015-10
City Hotel,0,70,2015,October,43,22,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,1,Check-Out,25-10-15,2015-10-22,3,267.75,3,2015-10
City Hotel,0,76,2015,October,43,22,1,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,11.0,0.0,0,Transient,58.76,0,1,Check-Out,26-10-15,2015-10-22,4,235.04,4,2015-10
City Hotel,0,45,2015,October,43,22,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,78.54,0,1,Check-Out,26-10-15,2015-10-22,4,314.16,4,2015-10
City Hotel,0,48,2015,October,43,23,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,65.83,0,0,Check-Out,24-10-15,2015-10-23,1,65.83,1,2015-10
City Hotel,0,52,2015,October,43,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7.0,0.0,0,Transient,72.76,0,1,Check-Out,24-10-15,2015-10-23,1,72.76,1,2015-10
City Hotel,0,45,2015,October,43,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Group,88.55,0,0,Check-Out,24-10-15,2015-10-23,1,88.55,1,2015-10
City Hotel,0,52,2015,October,43,23,1,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,3,Check-Out,26-10-15,2015-10-23,3,283.5,3,2015-10
City Hotel,0,85,2015,October,43,23,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,2,Check-Out,26-10-15,2015-10-23,3,267.75,3,2015-10
City Hotel,0,48,2015,October,43,23,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,94.5,0,0,Check-Out,27-10-15,2015-10-23,4,378.0,4,2015-10
City Hotel,0,49,2015,October,43,23,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,1,Check-Out,31-10-15,2015-10-23,8,756.0,8,2015-10
City Hotel,1,50,2015,October,43,24,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,0.0,0,Transient,146.0,0,0,Canceled,15-10-15,2015-10-24,1,146.0,1,2015-10
City Hotel,0,61,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,80.75,0,1,Check-Out,25-10-15,2015-10-24,1,80.75,1,2015-10
City Hotel,1,50,2015,October,43,24,1,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,0.0,0.0,0,Transient,75.0,0,0,Canceled,07-10-15,2015-10-24,2,150.0,2,2015-10
City Hotel,0,71,2015,October,43,24,2,1,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,2,Check-Out,27-10-15,2015-10-24,3,267.75,3,2015-10
City Hotel,0,45,2015,October,43,24,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,15.0,0.0,0,Transient,76.77,0,0,Check-Out,28-10-15,2015-10-24,4,307.08,4,2015-10
City Hotel,0,81,2015,October,43,24,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,2,Check-Out,29-10-15,2015-10-24,5,446.25,5,2015-10
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0.0,58,Transient-Party,85.67,0,0,Check-Out,28-10-15,2015-10-25,3,257.01,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,0.0,58,Transient-Party,85.67,0,0,Check-Out,28-10-15,2015-10-25,3,257.01,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,37.0,0.0,58,Transient-Party,75.33,0,0,Check-Out,28-10-15,2015-10-25,3,225.99,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,E,1,No Deposit,37.0,0.0,58,Transient-Party,75.33,0,0,Check-Out,28-10-15,2015-10-25,3,225.99,3,2015-10
City Hotel,1,48,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,0,Canceled,10-09-15,2015-10-25,3,283.5,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0.0,58,Transient-Party,85.67,0,0,Check-Out,28-10-15,2015-10-25,3,257.01,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,98.25,0,2,Check-Out,28-10-15,2015-10-25,3,294.75,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,E,0,No Deposit,37.0,0.0,58,Transient-Party,85.67,0,0,Check-Out,28-10-15,2015-10-25,3,257.01,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,F,1,No Deposit,37.0,0.0,58,Transient-Party,75.33,0,0,Check-Out,28-10-15,2015-10-25,3,225.99,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,0.0,58,Transient-Party,85.67,0,0,Check-Out,28-10-15,2015-10-25,3,257.01,3,2015-10
City Hotel,0,69,2015,October,44,25,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37.0,0.0,58,Transient-Party,75.33,0,0,Check-Out,28-10-15,2015-10-25,3,225.99,3,2015-10
City Hotel,1,60,2015,October,44,25,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,2,Canceled,26-08-15,2015-10-25,4,357.0,4,2015-10
City Hotel,1,81,2015,October,44,25,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,1,Canceled,06-08-15,2015-10-25,4,357.0,4,2015-10
City Hotel,0,48,2015,October,44,25,2,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,66.0,0.0,0,Transient-Party,94.88,0,0,Check-Out,30-10-15,2015-10-25,5,474.4,5,2015-10
City Hotel,0,132,2015,October,44,25,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,89.25,0,1,Check-Out,30-10-15,2015-10-25,5,446.25,5,2015-10
City Hotel,0,48,2015,October,44,25,2,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,66.0,0.0,0,Transient-Party,112.88,0,0,Check-Out,30-10-15,2015-10-25,5,564.4,5,2015-10
City Hotel,0,60,2015,October,44,25,2,4,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0.0,0,Transient-Party,85.42,0,1,Check-Out,31-10-15,2015-10-25,6,512.52,6,2015-10
City Hotel,1,47,2015,October,44,25,2,4,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,66.0,0.0,0,Transient-Party,159.75,0,2,Canceled,08-09-15,2015-10-25,6,958.5,6,2015-10
City Hotel,0,90,2015,October,44,25,2,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,0,Check-Out,31-10-15,2015-10-25,6,535.5,6,2015-10
City Hotel,0,60,2015,October,44,25,2,4,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0.0,0,Transient-Party,85.43,0,1,Check-Out,31-10-15,2015-10-25,6,512.58,6,2015-10
City Hotel,1,47,2015,October,44,25,2,4,2,2.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,66.0,0.0,0,Transient-Party,198.68,0,1,Canceled,08-09-15,2015-10-25,6,1192.08,6,2015-10
City Hotel,0,122,2015,October,44,25,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,1,Check-Out,29-10-15,2015-10-25,4,357.0,4,2015-10
City Hotel,0,48,2015,October,44,25,2,3,2,2.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,1,No Deposit,66.0,0.0,0,Transient-Party,186.52,0,0,Check-Out,30-10-15,2015-10-25,5,932.6,5,2015-10
City Hotel,1,61,2015,October,44,26,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,72.24,0,1,Canceled,21-09-15,2015-10-26,2,144.48,2,2015-10
City Hotel,0,61,2015,October,44,26,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,72.24,0,1,Check-Out,28-10-15,2015-10-26,2,144.48,2,2015-10
City Hotel,0,35,2015,October,44,26,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,76.5,0,1,Check-Out,28-10-15,2015-10-26,2,153.0,2,2015-10
City Hotel,0,61,2015,October,44,26,1,1,2,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,72.24,0,1,Check-Out,28-10-15,2015-10-26,2,144.48,2,2015-10
City Hotel,0,53,2015,October,44,26,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,94.5,0,1,Check-Out,29-10-15,2015-10-26,3,283.5,3,2015-10
City Hotel,0,73,2015,October,44,26,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,89.25,0,1,Check-Out,30-10-15,2015-10-26,4,357.0,4,2015-10
City Hotel,0,116,2015,October,44,27,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,0,Check-Out,30-10-15,2015-10-27,3,267.75,3,2015-10
City Hotel,0,61,2015,October,44,27,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,0.0,0,Transient,74.61,0,1,Check-Out,01-11-15,2015-10-27,5,373.05,5,2015-10
City Hotel,0,63,2015,October,44,27,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,72.25,0,3,Check-Out,01-11-15,2015-10-27,5,361.25,5,2015-10
City Hotel,0,41,2015,October,44,28,0,1,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,120.0,0,3,Check-Out,29-10-15,2015-10-28,1,120.0,1,2015-10
City Hotel,0,41,2015,October,44,28,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,120.0,0,3,Check-Out,29-10-15,2015-10-28,1,120.0,1,2015-10
City Hotel,1,57,2015,October,44,28,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,85.5,0,3,Canceled,17-09-15,2015-10-28,2,171.0,2,2015-10
City Hotel,0,74,2015,October,44,28,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,1,Check-Out,30-10-15,2015-10-28,2,178.5,2,2015-10
City Hotel,1,65,2015,October,44,28,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,97.33,0,2,Canceled,28-08-15,2015-10-28,2,194.66,2,2015-10
